Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Fitness
925.913,734.72,226.759,-744.184,-268.778,945.263,-775.09,-820.913,-960.589,250.849,-378.49,824.784,964.925,-481.984,750.496,-277.136,7.85553e+06
-504.612,198.426,845.149,-747.295,-510.481,-948.133,-405.037,434.603,-813.6,-411.307,108.473,596.231,1001.89,-151.197,44.6097,763.743,5.88973e+06
-64.3495,-586.013,797.635,469.729,-252.022,-25.3439,-610.636,-930.927,-361.901,274.604,-444.989,993.823,-816.5,297.055,94.6155,-1017.44,5.69937e+06
697.108,-189.505,29.1516,461.555,457.469,608.791,-789.83,953.105,758.142,788.75,309.526,-431.365,417.903,559.598,-554.504,727.637,5.6516e+06
-19.2133,-547.176,955.216,865.469,443.469,82.7714,-272.188,782.892,560.084,547.298,14.0058,-940.132,119.196,712.585,14.8585,495.425,5.11684e+06
-55.7901,122.295,-929.506,-388.342,815.485,-391.677,-95.1057,142.699,543.669,-515.826,-875.156,736.747,438.654,555.788,-674.162,-56.4347,4.71022e+06
-90.1983,6.90772,856.664,1006.98,-959.189,-646.485,697.461,-844.653,973.849,418.636,-1000.67,405.506,-391.946,2.972,-737.879,211.993,7.32653e+06
-586.946,-444.774,401.527,-616.837,-432.558,-846.058,205.602,-532.701,781.412,187.12,-569.843,-1009.08,-784.913,-551.873,107.545,-628.637,5.62913e+06
374.176,-842.184,-205.349,-539.468,620.259,-761.952,-777.01,576.554,-303.541,588.269,337.293,-843.345,964.709,881.597,618.184,692.989,6.91756e+06
246.825,860.275,-172.467,805.733,-85.4542,577.088,-49.9718,403.899,-137.956,-243.308,311.356,577.079,-857.18,-483.144,181.545,-422.119,3.67357e+06
165.924,1010.47,788.69,159.071,-884.12,661.221,924.944,-762.298,243.692,-720.388,-796.016,-272.488,-505.944,483.298,-560.746,709.248,6.94483e+06
-531.344,326.488,-666.097,167.642,7.78671,146.187,-235.646,881.266,-388.08,835.843,506.06,-273.635,-84.7928,763.489,-654.396,-708.059,4.41436e+06
137.991,986.474,-0.257897,235.941,257.668,389.067,355.948,768.577,-137.224,915.463,569.816,-462.389,-431.428,-207.713,964.295,-976.056,5.4904e+06
-859.557,-133.251,198.007,901.408,602.995,-945.82,-825.06,-707.864,607.438,-346.593,612.216,-1014.37,124.323,265.093,33.7555,658.404,6.4617e+06
-254.204,221.055,-788.321,545.794,-764.449,525.969,-374.443,-994.005,-104.384,441.531,821.628,537.681,101.032,-293.13,119.409,788.526,4.92447e+06
742.152,-1004.16,355.379,-710.386,622.106,706.586,744.464,-428.865,306.198,-826.378,971.629,-185.505,92.1929,7.91202,278.462,-863.932,6.40229e+06
-839.826,-864.77,-647.033,-199.256,-211.422,-386.303,549.348,705.498,-832.924,-760.332,-986.552,-745.394,-279.137,225.263,-41.8102,967.47,6.77229e+06
-1002.85,364.083,-659.282,-147.711,470.61,-905.792,-855.033,541.399,-191.335,787.873,-73.501,383.467,472.368,4.92798,765.708,223.305,5.33017e+06
-688.037,-78.7079,-918.135,1011.65,-906.839,-459.446,356.693,-499.926,678.07,-440.663,175.575,639.859,643.669,807.397,964.719,483.586,7.08172e+06
183.12,622.181,-545.496,-221.245,840.556,1002.6,955.763,-268.988,-665.81,-438.432,-918.401,-1008,-951.19,351.239,-727.335,-47.5746,7.51937e+06
-161.756,854.204,896.497,668.328,577.363,691.384,880.853,135.604,-107.294,689.108,-135.581,-439.205,-15.9196,-283.993,162.511,2.20444,4.41701e+06
68.737,-938.99,-536.233,-346.299,-814.73,201.721,-677.74,-727.092,-25.744,-129.095,280.732,962.624,-941.076,-16.6271,645.214,-311.181,5.40833e+06
-187.989,-793.721,57.5175,-919.749,-405.202,342.934,511.719,-475.465,82.3126,48.3464,473.468,-226.131,-354.521,-779.175,-121.083,-367.734,3.45157e+06
-622.702,-690.223,-348.495,597.026,582.944,980.235,-164.485,792.917,888.169,-281.907,-23.6603,-328.699,-803.995,-200.457,948.991,660.101,6.29847e+06
536.237,-817.303,-1001.9,-737.347,-227.556,862.384,-750.878,148.446,73.3194,-694.57,599.399,-952.6,-862.751,708.222,-315.225,991.396,7.96725e+06
-539.91,820.181,151.176,-218.347,551.645,696.013,-383.779,-47.328,359.786,405.683,-408.901,-834.141,-223.017,-318.044,-840.464,-218.75,4.03526e+06
145.729,1016.5,526.354,-346.949,-172.475,-782.013,623.995,134.777,-54.9016,-92.7645,-547.723,-463.177,-361.33,-1020.35,84.9272,1003.34,5.21264e+06
-351.811,-45.7138,777.879,70.7238,195.019,-290.495,-50.3755,38.2986,537.417,763.844,335.139,-102.671,706.147,-567.293,-304.48,-433.498,2.95879e+06
-149.622,500.682,-680.604,788.231,121.634,-159.304,-755.202,232.948,-373.511,472.516,975.32,-642.372,-948.546,-608.988,132.434,-755.669,5.60844e+06
-264.1,-625.094,467.795,-1017.36,-941.772,474.469,959.673,185.401,-872.175,609.11,-969.035,-614.42,-52.993,201.762,-200.006,283.316,6.39392e+06
45.7259,834.137,1022.83,471.437,-845.478,-348.389,44.4297,-486.895,765.388,-621.621,-605.252,829.374,346.815,238.99,423.431,-582.884,5.7646e+06
176.877,387.82,-499.046,696.877,111.446,4.87366,740.292,-640.323,-984.596,554.064,-570.589,-791.691,-505.172,-701.601,-481.157,-841.707,5.80321e+06
-38.3652,397.614,832.252,502.624,-801.344,71.9885,-861.548,149.051,58.0614,-1010.65,519.81,289.639,-94.7096,858.044,-97.0654,-79.6608,4.65668e+06
-690.798,337.726,-678.886,-389.862,407.944,-397.193,210.579,976.304,-935.694,-216.662,818.657,184.05,904.755,922.552,670.573,-311.461,6.36891e+06
-969.275,929.394,-606.043,-527.193,339.773,414.07,940.07,195.106,-122.204,-769.267,731.976,-933.346,721.365,-335.229,835.644,718.076,7.51762e+06
407.398,-980.293,392.531,126.617,-507.529,157.429,715.866,-592.585,-328.4,-843.139,570.11,-820.545,843.756,22.2322,-464.379,-880.586,5.96383e+06
650.835,-220.593,788.13,451.69,-851.652,557.312,660.747,-818.821,348.669,-571.431,-337.2,-736.447,-934.302,732.173,886.543,454.19,6.94598e+06
-687.356,-1022.13,-279.619,92.8031,-170.059,343.161,-453.912,-430.177,-1011.59,289.827,708.575,852.466,178.497,-631.494,-183.662,-291.462,5.02738e+06
-906.667,-995.159,-388.011,428.645,309.118,543.262,768.482,919.161,610.554,-940.916,959.69,-379.437,786.016,-748.723,318.862,-366.05,7.71008e+06
602.297,-760.748,16.2731,987.257,462.079,-763.709,324.029,351.02,667.2,-416.293,-723.312,710.071,-276.772,-124.365,941.726,-85.0101,5.57353e+06
-856.855,329.785,443.963,-67.0118,415.775,-212.817,820.525,554.182,-451.973,-57.0333,455.065,69.9899,40.8367,701.519,312.736,902.085,4.06805e+06
-467.792,-819.747,-643.107,-635.233,110.999,24.4134,192.552,-612.236,-533.948,-907.354,-972.141,-296.036,504.452,409.828,338.556,-980.029,5.77148e+06
918.569,-326.866,-134.948,616.967,-836.547,-661.806,-357.147,703.254,380.482,-290.008,887.533,581.02,-1002.6,-101.805,-153.457,-541.491,5.79607e+06
-446.969,374.47,-531.561,492.197,-62.6545,-860.87,-191.42,597.024,-759.28,5.50008,-642.419,873.183,99.3349,-685.536,120.93,939.195,5.13134e+06
675.361,-327.461,498.902,381.845,508.449,-33.8233,858.148,-260.972,947.282,-773.27,885.73,537.182,932.256,109.841,894.327,-676.638,6.7296e+06
-962.77,410.963,744.43,812.833,-898.106,-300.58,-114.064,872.907,-424.062,385.793,-573.667,230.864,-792.323,521.312,-932.763,1020.61,7.50503e+06
617.278,230.803,549.889,-1017.8,-146.647,191.738,975.26,-274.712,963.566,31.8449,-881.906,238.594,659.627,792.851,59.055,-113.016,5.70175e+06
282.812,-896.186,904.662,-532.668,260.861,212.059,454.03,724.033,-506.5,-600.22,504.282,-642.071,933.976,-620.02,54.2097,320.045,5.47423e+06
-674.464,-233.589,571.548,-409.282,-319.082,-605.96,529.509,-533.547,-469.319,-18.6785,-631.213,-553.728,872.916,618.662,-473.883,407.776,4.49911e+06
-278.008,-153.548,421.6,625.577,-484.244,-668.155,-123.087,-508.725,622.275,-678.066,-354.764,-628.327,-956.121,171.949,573.509,650.707,4.68871e+06
385.986,538.22,-115.578,-789.903,-466.813,124.387,880.396,368.563,-645.535,-72.612,690.997,-825.814,-861.881,895.975,764.782,-146.135,5.95373e+06
458.839,582.354,-347.426,-130.592,738.637,-996.62,-331.145,964.016,-85.5656,-193.702,-957.347,468.683,903.343,404.975,322.343,884.826,6.31332e+06
-708.538,-810.92,380.128,-873.172,837.289,378.588,564.398,815.047,-854.741,-333.885,110.929,724.655,114.663,151.86,149.612,339.441,5.44724e+06
458.949,381.02,-741.05,1004.82,720.945,-56.0651,293.791,-476.585,675.655,206.903,-486.173,698.027,-822.369,-501.437,-332.968,-769.642,5.60496e+06
-73.112,544.218,-190.092,399.112,-626.621,669.757,-674.842,412.157,-447.305,649.394,951.585,567.349,-913.485,-943.333,-980.96,891.256,7.29376e+06
-657.581,725.694,478.033,360.398,-927.726,143.03,969.227,300.021,-431.828,548.061,-30.2302,-784.523,770.415,623.666,-969.273,-940.626,7.13816e+06
-637.539,743.499,-625.531,863.69,22.2504,-435.707,-767.924,163.742,812.098,246.504,-134.54,256.019,480.749,-534.202,-471.042,803.538,5.0915e+06
574.878,463.805,349.385,39.6117,-281.778,-221.609,-861.494,790.921,-980.951,705.992,-91.0326,-646.585,251.881,26.912,288.115,-274.902,4.2754e+06
611.447,-146.98,-228.372,258.827,688.3,-844.385,-128.111,-55.3379,65.4145,-356.406,-647.922,-556.045,-518.855,-175.777,110.192,-344.438,3.01218e+06
666.917,-49.4404,-397.653,-316.136,1002.04,330.816,-184.982,812.745,541.926,746.729,-694.033,619.352,-40.726,-884.433,-835.509,150.32,5.73486e+06
-227.911,-878.955,-130.319,598.322,-583.656,455.771,-150.92,-350.828,-168.437,278.329,-239.764,68.5203,-870.731,335.833,-727.902,-678.057,3.92244e+06
402.597,1005.52,826.586,-87.2459,-403.836,-112.593,122.299,-483.352,454.022,-974.688,906.452,462.862,764.024,-330.665,884.718,1003.77,6.96395e+06
-656.496,152.303,751.159,-924.329,564.882,-952.415,316.862,-827.99,-818.307,-435.139,-258.727,12.5076,-885.59,-221.866,936.744,-45.4124,6.52425e+06
973.638,913.245,-465.584,643.861,-314.321,298.017,-356.535,-621.207,161.93,718.231,936.024,-486.351,367.702,666.355,-590.502,24.6468,5.69741e+06
830.497,747.288,-1000.88,254.288,277.29,1005.75,386.072,81.4101,-651.04,-483.242,655.042,-881.51,-994.982,228.067,360.73,667.113,7.03951e+06
61.8999,701.172,666.031,-226.044,-838.022,538.53,952.613,774.882,272.997,-827.222,188.808,-991.845,188.368,683.428,494.498,236.95,6.07196e+06
-777.116,-670.09,706.795,187.353,44.8343,-597.765,-154.821,165.645,262.338,416.661,508.422,247.516,-705.364,86.675,-870.78,185.958,3.85858e+06
981.825,-476.678,-221.51,-465.793,120.648,-934.324,1011.59,607.752,240.381,640.258,-570.554,734.073,990.404,277.57,128.531,-99.6076,6.15416e+06
292.151,320.069,113.281,536.878,-298.678,637.338,277.098,-316.236,-656.791,-37.5789,-94.067,-420.61,187.222,-1012.95,-355.491,305.284,3.06044e+06
-971.012,156.801,-252.985,527.844,-588.993,658.592,-600.444,218.054,-618.412,96.6462,-53.8855,-565.406,171.328,-571.693,18.1329,730.847,4.10396e+06
745.384,301.628,-71.0163,346.911,635.455,596.968,99.13,-394.443,323.224,-985.109,960.046,-348.773,-168.921,98.1462,445.416,-692.661,4.53228e+06
-254.229,-370.892,-909.408,-94.4729,-843.856,782.657,60.7778,650.869,195.692,892.458,-856.623,475.168,374.217,604.575,149.283,-406.625,5.27785e+06
-384.122,793.846,-297.985,643.305,544.562,20.6413,843.931,-408.046,-1010.61,527.854,542.273,-622.886,646.485,735.204,321.733,39.9773,5.50179e+06
263.107,280.246,714.655,-554.319,854.027,921.357,-573.339,-808.4,355.517,-792.716,-513.902,-687.811,733.833,837.458,-382.352,-344.672,6.52325e+06
-73.2317,-745.398,575.494,67.7801,-416.333,-37.0396,190.08,-319.185,-474.792,-725.064,371.675,-118.35,-843.962,221.61,-785.131,-750.69,4.05428e+06
300.756,738.121,464.001,996.081,-522.261,667.881,198.249,520.299,-40.8506,-768.629,635.544,-312.687,-691.457,68.3011,57.6899,-489.617,4.69173e+06
511.781,-290.289,63.0923,93.3787,910.725,982.069,388.112,-1022.34,615.441,794.883,987.703,-983.958,736.468,750.874,-629.312,693.047,8.28559e+06
-928.253,-882.02,190.797,952.743,-60.3682,-250.35,-5.21248,999.818,335.599,101.395,598.331,-53.03,1.43265,561.755,-46.8638,-759.532,5.02827e+06
-955.547,293.199,-807.169,794.862,7.1634,-992.021,-468.79,170.329,-348.936,-244.173,805.727,305.121,-516.153,765.315,697.678,285.432,5.85945e+06
-524.359,637.429,-151.822,-450.631,-582.06,-507.242,-88.4561,239.089,824.477,671.361,-605.149,805.877,-318.015,37.101,-347.168,645.06,4.35387e+06
-798.03,866.972,-577.345,-495.953,-664.148,-787.133,165.636,-124.651,649.011,-333.494,573.76,176.798,384.292,-60.2769,-456.876,-1008.9,5.34238e+06
-503.706,145.947,65.3999,952.465,432.57,-697.48,1006.72,-316.609,184.197,-768.795,430.382,881.292,-407.972,633.867,972.657,-379.212,6.21897e+06
-714.672,952.026,254.473,-690.808,166.748,-145.491,-894.154,805.09,686.941,-602.088,684.968,590.328,494.536,-533.753,-947.292,651.405,6.9591e+06
587.861,-625.548,-483.324,-524.429,48.3601,466.209,-453.118,-652.675,446.692,896.382,-277.94,-34.2227,847.641,558.214,-665.681,-603.852,5.01601e+06
-914.228,-470.522,-54.6238,-400.999,-58.6587,237.648,882.429,867.321,250.405,-274.243,-495.876,219.019,301.536,-475.174,-903.975,-299.986,4.46765e+06
930.9,-564.126,-388.685,-424.251,412.398,481.305,-114.036,845.452,461.305,794.581,721.095,558.27,-366.734,-743.729,354.898,410.08,5.3031e+06
518.021,636.19,-205.769,-259.681,-377.256,-137.045,761.626,-1020.08,102.536,-565.879,150.839,-847.42,-850.516,-634.908,993.393,298.658,5.83887e+06
-141.346,-406.392,165.551,-95.85,-77.2743,-235.867,-529.948,-851.044,381.316,-660.992,-152.586,178.683,-723.239,199.393,-282.267,-500.526,2.81919e+06
99.531,1001.59,550.065,-439.795,3.14534,-192.367,52.1434,392.292,589.295,933.444,-419.721,-359.925,-978.174,-410.292,904.62,682.802,5.6369e+06
-780.316,951.583,794.441,733.376,868.315,69.6071,964.519,-970.349,127.856,-259.901,131.209,815.852,-103.7,-558.178,-289.3,-111.141,6.49935e+06
-92.2958,-332.118,-76.4999,-314.328,-408.403,739.81,706.895,-442.329,803.032,-156.343,-317.323,-584.921,432.137,-964.312,206.489,-966.698,4.83903e+06
-425.313,968.709,188.078,-423.908,-433.494,-767.192,-346.507,-101.736,437.699,136.496,-938.392,-315.413,-919.555,898.584,-152.608,202.391,5.14907e+06
471.62,-1016.69,-807.697,74.1414,207.244,459.38,-788.986,-292.339,505.408,-534.148,957.389,971.677,-29.6835,-757.166,-985.94,-781.883,7.43516e+06
-253.093,-331.569,558.702,142.874,-125.35,-734.94,-727.287,534.866,898.606,-497.889,58.667,655.12,628.532,292.572,-936.081,-700.523,5.21324e+06
697.278,638.936,341.198,158.144,-477.692,334.511,-803.983,929.129,151.426,-873.584,736.902,133.854,-561.992,-930.722,992.372,-9.87456,6.39975e+06
-565.194,155.564,-628.325,-485.737,870.136,-401.016,58.3695,-424.179,-170.221,185.543,536.496,-1007.47,-585.992,620.776,-481.956,-793.805,5.0332e+06
-344.017,368.432,311.615,714.851,902.686,354.351,737.738,-486.017,-117.705,-372.962,551.514,508.017,-202.095,340.948,-997.257,832.669,5.14338e+06
-158.059,832.087,-930.741,-852.88,-0.239374,-569.12,471.404,374.555,267.607,698.354,709.796,-469.533,-571.67,363.464,-800.135,-609.799,5.75218e+06
798.53,291.617,-621.578,378.3,-641.662,282.113,-579.641,437.545,987.577,-17.4085,331.439,1022.6,-201.797,637.754,-814.68,-999.964,6.51339e+06
953.775,220.511,-266.73,-88.9008,-807.942,-965.736,525.458,73.4734,817.381,228.618,-65.1743,197.413,289.45,-332.86,267.732,-329.046,4.04259e+06
835.224,-567.986,-524.814,491.811,568.112,30.2654,378.281,-337.558,-550.331,291.705,51.3815,802.345,-24.9842,-801.014,595.643,-265.79,4.22041e+06
-509.545,82.4533,-808.751,-915.339,241.934,-945.245,211.57,-493.323,953.332,30.6707,560.89,-122.301,902.383,-981.831,823.436,-817.405,7.36254e+06
-971.825,690.339,25.0275,-1014.92,-822.943,-749.997,-246.678,874.846,-216.198,273.827,994.678,-373.801,394.036,758.88,-551.123,-803.247,7.44868e+06
17.4481,902.504,758.193,-579.306,911.492,-202.445,727.168,-805.272,-179.061,88.7127,205.141,807.407,-367.229,-752.187,-55.8402,-839.542,5.91701e+06
703.29,58.0546,-555.054,-756.383,186.535,515.43,-231.286,574.698,356.94,-922.121,449.851,153.092,856.65,-832.396,-665.254,336.51,5.24864e+06
723.663,-597.13,918.269,793.389,-821.511,911.806,-529.685,258.983,399.365,-347.201,-897.117,363.596,-774.431,-960.745,505.885,-797.033,7.83803e+06
637.27,1001.63,-197.257,299.054,880.517,853.804,-383.282,-968.378,-434.694,-643.322,-295.221,-442.172,702.558,50.0998,-759,-233.943,6.13924e+06
339.862,784.352,-79.4917,856.364,606.875,-868.63,640.73,-836.586,850.363,446.128,-546.835,-677.865,-82.659,306.565,-607.057,936.163,6.73021e+06
-719.108,737.322,-488.448,-930.672,212.711,-132.278,-400.467,-368.11,365.835,-58.297,-7.77493,-917.352,408.793,31.1132,605.16,88.3141,4.04521e+06
-493.963,-765.521,24.3278,930.495,-651.599,202.099,156.123,-457.713,609.878,403.571,22.4836,253.137,300.636,941.738,-608.885,101.086,4.35352e+06
702.449,-779.319,1003.86,531.687,-515.011,972.338,-556.04,743.364,-519.05,652.297,-354.893,1016.22,645.042,-502.449,534.855,150.996,7.29473e+06
-547.901,-786.679,-114.55,-682.37,700.746,-364.683,-699.493,453.526,-526.393,379.104,-206.023,-227.141,-811.265,-1021.3,914.055,-1006.66,6.7819e+06
494.66,373.771,-158.836,83.6265,-139.15,377.233,453.048,-447.222,715.613,40.5488,705.952,884.761,-4.66187,536.645,96.5425,-161.599,3.10209e+06
-222.211,170.896,-241.998,604.322,-599.396,-468.343,77.7364,-408.948,427.645,68.2739,-845.993,526.39,-574.372,908.709,-128.214,490.247,3.84719e+06
584.805,222.576,-531.212,-729.768,469.214,-514.983,-455.705,296.585,994.619,52.5904,-326.574,-953.667,647.723,358.864,497.535,-760.519,5.36991e+06
211.875,-752.913,-813.784,490.091,617.822,97.6769,-735.823,510.654,-804.792,171.855,479.229,437.326,433.627,-947.076,823.909,-36.3659,5.57105e+06
-739.612,-3.36909,-6.58167,429.544,-531.927,-477.365,-864.027,-791.467,-167.392,76.8374,818.761,419.96,1005.39,191.648,898.901,726.951,5.88023e+06
-967.318,606.604,-566.814,918.12,-778.897,-603.19,-402.708,-1017.67,-995.978,283.275,-909.549,-816.592,-136.08,530.552,-302.514,791.382,8.22054e+06
-660.806,-564.323,-934.218,627.222,547.466,876.327,731.289,-1011.51,275.427,-586.958,-908.23,982.818,-418.324,-126.534,-55.1421,967.925,7.98919e+06
-8.1793,463.143,-469.743,122.201,23.8627,-837.799,739.004,-709.346,-135.891,838.35,210.29,-235.357,595.655,-888.534,533.402,746.735,5.00944e+06
568.354,-437.358,-327.03,690.404,-560.859,77.606,120.564,639.649,-990.962,1023.79,-736.993,-294.776,349.662,-984.089,-9.40567,-996.919,6.58718e+06
-503.415,859.181,-391.997,906.241,-229.026,138.778,492.721,683.05,-929.717,-291.658,-892.783,967.993,-473.382,-168.704,-171.931,-313.443,5.81161e+06
-760.891,-531.716,241.365,602.473,702.24,-532.828,-633.653,-78.1039,-41.8354,-278.063,-308.233,474.416,981.513,-997.618,-797.826,-532.566,5.74566e+06
787.26,767.651,-190.783,-203.239,-114.743,-946.516,748.152,420.695,-365.492,-974.76,-652.052,-363.104,-417.79,791.23,604.187,-629,6.13472e+06
830.17,98.5969,-402.908,-757.459,904.618,-889.188,-487.867,693.898,-452.599,-39.2202,582.219,186.364,436.715,-384.725,-617.503,211.91,5.1087e+06
-681.608,79.8282,700.908,206.459,283.284,-458.893,1003.78,-421.679,-291.975,-233.788,921.492,226.682,-900.114,-248.534,-723.571,-740.048,5.46487e+06
194.13,-303.07,83.0883,247.109,-24.9449,-582.878,-834.672,-408.832,78.8806,-451.885,-221.638,830.883,-970.067,-854.582,655.488,-642.861,4.86598e+06
680.375,255.696,-799.915,-339.392,945.335,-662.26,-177.283,-394.63,20.1014,-134.372,884.447,667.887,164.616,-340.285,514.314,183.477,4.49081e+06
-691.243,-384.938,139.926,409.522,-367.607,840.139,-188.007,-718.496,-589.115,-616.881,-545.169,-238.239,-71.7945,86.5808,897.078,143.277,4.12546e+06
-656.084,-91.4322,-678.279,841.915,-679.166,226.42,159.668,252.212,-903.958,-431.468,-299.682,866.634,222.399,630.419,-8.14349,-210.318,4.54487e+06
-33.5891,588.112,-837.618,929.133,212.084,-642.617,-934.373,-761.677,-804.651,-199.384,393.197,-511.626,-235.419,131.473,641.972,220.519,5.46029e+06
-644.693,-523.912,-263.353,-26.5171,786.854,-518.831,875.893,560.044,-369.637,956.008,-268.727,367.479,894.062,592.309,791.566,-692.901,6.24418e+06
293.931,-860.349,982.946,406.075,-810.544,600.064,-77.1935,-861.147,623.347,-951.798,604.838,152.005,-1018.46,-111.954,226.476,-603.914,6.8716e+06
-540.418,-891.446,347.615,-625.635,739.511,529.453,-833.616,118.114,-179.182,570.83,332.167,-863.939,986.431,-497.811,-500.614,-399.789,5.98123e+06
974.962,622.145,-847.766,-167.97,727.625,-308.791,-427.184,285.493,-271.005,-693.006,-34.261,638.354,705.585,236.861,1022.2,992.606,6.51994e+06
-535.153,554.846,-647.382,-181.419,-1003.59,-611.455,-566.03,998.938,-938.71,913.104,692.617,-977.962,-743.972,264.254,-305.565,-324.896,7.71907e+06
402.373,1013.26,-342.605,866.394,467.849,710.634,18.1004,68.1777,95.16,133.405,-728.185,-599.971,-709.172,-632.891,337.853,-601.088,5.08161e+06
774.952,-779.321,1000.94,-1021.07,704.255,-1019.92,584.639,466.237,398.42,-305.391,260.276,203.582,490.573,430.101,-515.621,429.241,6.58487e+06
-384.065,-234.495,-434.64,489.884,685.409,-514.765,28.8515,421.113,664.648,465.42,-820.873,377.015,830.259,-118.823,496.861,946.023,4.86408e+06
397.241,-430.64,-98.1507,-64.0885,714.844,959.02,190.874,-866.463,920.679,1011.76,-213.858,667.332,-135.417,400.308,-938.246,800.127,6.63652e+06
-932.265,-573.294,138.751,783.657,-465.934,-841.072,634.018,-288.158,498.917,-629.997,-547.095,-298.873,582.977,897.754,588.206,-1008.1,6.78327e+06
631.72,279.405,611.402,148.105,-965.332,620.784,-867.613,-310.784,83.1348,-438.528,531.904,971.022,-76.6379,927.26,854.083,651.817,6.48465e+06
464.598,-982.986,822.503,148.663,-754.552,391.984,-467.17,392.687,-859.282,972.91,-887.752,753.073,-377.052,-423.74,-215.079,558.202,6.69603e+06
